"AccountEnabled","DeviceId","DeviceOSType","DeviceOSVersion","DisplayName","DeviceTrustType","ApproximateLastLogonTimeStamp"
"True","6167f207-2c9a-48e4-80f6-9be4d5ab06ca","IPhone","14.2","iPhone MS","Workplace","1/18/2021 08:42:08"
"True","f1c7e922-00b7-45e5-ae08-1f54f418d268","IPhone","12.1.4","Steven?s iPhone","Workplace","12/10/2020 13:46:37"
"True","dfff2f1c-8b39-44d3-8779-24752c59fecb","Windows","10.0.17134.829","PMSCYUL1PLAP517",,
"True","5add83b0-797f-4378-8e6c-69d240f8f44c","Windows","10.0.15063.0","PMSCYUL1PLAP434","Workplace","7/20/2018 11:29:40"
"True","e6a4e173-be2a-49e1-936b-ce96cd5c1d32","Windows","10.0.17763.0","FASUS201902","Workplace","1/9/2021 21:19:20"
"True","3a208785-50c0-4fa9-843a-923d52a3258e","Windows","10.0.15063.0","LR-5CG7112JB2","Workplace","10/4/2017 00:13:14"
"True","fa2e8038-798b-4070-8678-a51ffed0727a","Windows","10.0.15063.0","PMSCYUL1PLAP173","Workplace","9/19/2018 12:15:39"
"True","d11be01d-f819-482f-9539-a4ea28f784ea","IPad","12.2","iPad (86)","Workplace","6/27/2019 21:31:35"
"True","ccb687f6-3b2e-498c-bfcb-d8255cb54be0","IPad","12.3","Patrick?s iPad","Workplace","5/22/2019 15:59:42"
"True","dd820c21-5752-4481-8f2d-19691fc4130e","IPhone","12.3.1","iPhone isabelle","Workplace","7/19/2019 18:43:28"
"True","e238e53b-d5d2-4950-9534-8819e1ea7126","Windows","10.0.19042.1466","PMSCYUL3PLAP052","ServerAd","2/4/2022 12:59:59"
"False","ac6c8b4a-0c20-4672-b8f6-f02debda92bf","Windows","10.0.15063.0","PHARMAS-SU7DKO4","Workplace","10/20/2018 00:01:36"
"True","061463a9-dccf-428d-b66c-f744a8487902","Windows","10.0.17134.1304","PMSCYUL1PWKS129","ServerAd","2/5/2021 16:49:01"
"True","28eeb6a1-03cc-455d-8d87-8594a1661cd7","Windows","10.0.18363.1379","PMSCYUL1PLAPA74","ServerAd","6/6/2021 20:14:30"
"True","a67c43f8-5839-4ddb-a4d8-c26d2b64bab3","Windows","10.0.15063.0","PHARMAS-6MLREPJ","Workplace","5/17/2018 13:24:54"
"True","836ecd00-b7f3-40c7-9491-8d57650b2d53","IPhone","12.1.3","Labrini?s iPhone","Workplace","4/15/2019 13:30:34"
"True","6b1c9e13-337b-4857-97ae-784fe7fb32a9","Windows","10.0.17134.706","PMSCYUL1PLAP061",,
"True","f2793076-8e9e-44fe-ad1d-2b6c156d2cf1","Windows","10.0.18363.1916","PMSCYUL1PLAP113","ServerAd","1/20/2022 16:24:11"
"True","2128dec2-7248-4081-b7e7-6565e3790dd2","Windows","10.0.17134.648","PMSCYUL1PLAP704",,
"True","013695b1-40eb-4209-a608-cc276d41e1d4","Windows","10.0.19042.1110","DESKTOP-68UK39E","Workplace","10/29/2021 13:48:05"
"True","3fa9f3fc-5df9-460a-a819-c5992f22ef9b","Windows 10 Enterprise","10.0 (15063)","PMSCYUL1PLAP931","ServerAd","9/19/2018 17:36:01"
"True","9f4f5647-8f15-4c7c-8ccc-1871dbaeee78","IPhone","14.2","mgauthie_IPhone_5/10/2021_10:06 PM","Workplace","5/6/2021 11:54:02"
"True","fc2b339b-e274-4bab-bc74-c4da9491dba8","IPhone","13.7","iPhone","Workplace","9/13/2020 16:27:59"
"True","b370b9b7-3134-42be-b0bc-7e1ead6e66e7","IPhone","14.8","iPhone de Kathleen","Workplace","11/8/2021 16:34:34"
"True","45a908aa-5129-4ff5-9650-c1cfe28350e3","Windows","10.0.19042.928","Teguar-027","ServerAd","6/17/2021 15:06:56"
"True","9aef391f-aad3-4358-981b-eb6d1dda3d0e","iOS","14.2","iPad","Workplace","12/7/2021 00:23:07"
"False","2e22406b-e457-4666-bf92-6349cf567d6f","Windows","10.0.19044.1415","PMSCYUL1PLAP850","ServerAd","2/10/2022 17:02:07"
"True","2ced1f02-f77f-45a8-8e20-321a71c22bd8","IPhone","13.1.2","Julie?s iPhone","Workplace","10/13/2019 09:33:29"
"True","598969d0-d0a8-4677-afc4-be932775dfb4","Windows","10.0.15063.0","PMSCYUL3WKS004","Workplace","8/1/2018 13:14:35"
"True","ec899c44-aafe-444f-9e0d-084071674801","IPhone","11.4.1","iPhone",,
"False","1d301e5c-3469-4df8-91ad-a519dd786862","Windows","10.0.17763.1577","DIANA-PC","Workplace","5/9/2021 22:03:47"
"True","d26aa2e7-bc9a-463b-ba4e-3a36ebeeec6c","Windows","10.0.19042.1348","Teguar-016","ServerAd","1/5/2022 19:41:02"
"True","5e6711a7-7964-4ba7-8d2b-2871c3f85571","Windows","10.0.17134.471","PMSCYUL1PLAP634",,
"True","feef462a-3787-4ebb-b931-bd8b57775d37","IPhone","12.5.3","iPhone","Workplace","8/9/2021 23:27:23"
"True","fa93e1cb-a790-4b40-86d1-efe44c075713","IPhone","14.3","ZM","Workplace","1/25/2021 23:55:48"
"True","fd93e2bf-1596-4d7e-8777-9b84fe0862fa","IPhone","13.6","iPhone","Workplace","8/10/2020 19:41:05"
"True","5222d4d2-943c-47a2-acc3-574bf9320737","IPhone","12.3.1","iPhone","Workplace","6/19/2019 13:27:39"
"True","2fc7347b-1cf0-499f-860e-a02c0625ebb7","IPad","12.2","Alim?s iPad","Workplace","7/21/2020 06:29:18"
"True","c80761ea-7a49-44a8-8336-7ea934dbf477","Windows","10.0.19044.1645","PMSCYUL1PLAP347","ServerAd",
"True","c22c65ba-f6d5-43bb-bfb9-3d0d3a220067","Windows","10.0.17134.523","PMSCYUL1PLAP653",,
"True","a0648082-c9e8-4152-a22b-6ec69d79c6c8","IPhone","14.3","Edite","Workplace","4/7/2021 15:54:01"
"True","b758cba5-7196-4faf-86b6-ff8997510990","IPhone","12.4.1","Cedrick le naz","Workplace","9/23/2019 09:49:38"
"True","4470b51a-ecb0-4047-8fb2-4240a9b78603","Windows","10.0.17134.885","PMSCYUL1PLAP674",,
"True","fadec282-fc9c-41e3-9b3e-96a913e2a052","Windows","10.0.17134.590","PMSCYUL1PLAP786",,
"True","9c770341-df56-4ed7-ac87-4dababeed906","Windows","10.0.17134.648","PMSCYUL1PLAP291",,
"True","a7aaa72d-acfe-4804-83bb-e1db82456bde","Windows","10.0.19042.804","DESKTOP-4TJ3C8O","ServerAd","2/17/2021 00:43:55"
"True","72cedd95-820b-444f-b1b4-13c420a4303b","Windows","10.0.19041.508","TALSOM-110","Workplace","2/1/2021 23:16:07"
"True","1b034785-4bfe-4bbe-8cbb-5daf0fba0465","IPhone","14.4.2","iPhone",,
"True","300c3103-1ea7-4482-9f81-66b93df98087","Windows","10.0.15063.0","PMSCYUL1PLAP735","Workplace","10/11/2018 04:45:05"
"True","a23a4d13-2ac2-40e6-b3bf-5695eba7f7a4","Windows","10.0.18363.0","CAMTRNB38637","Workplace","2/23/2022 15:20:17"
"True","6cd57f74-a319-4f86-8375-34e39ac651cd","IPhone","12.4.1","Samba's iPhone","Workplace","6/19/2020 06:28:47"
"True","128f6a0a-3a88-4fd5-87f4-1c2140287ffb","iOS","14.3","iPhone","Workplace","1/28/2022 17:26:48"
"True","ede82fca-4f48-470c-b042-3dda80c2ecf7","Windows","10.0.17134.765","PMSCYUL1PLAP478",,
"True","1955e704-47a9-422f-b0d9-2da0bf478bd8","Android","8.0.0","samsungSM-G930W8","Workplace","1/22/2021 23:38:31"
"True","a8e47823-a5bf-4636-b261-18c331524251","IPhone","12.3.1","Work","Workplace","9/16/2019 19:27:03"
"True","a9eeb4d0-c812-4b81-981b-f8b9abbb9392","Windows","10.0.18362.959","LAPTOP-MNPKSN47","Workplace","10/2/2020 15:16:56"
"True","643f4798-3bce-4e15-a023-bad2e6db69a2","Windows","10.0.15063.0","PMSCYUL1PLAP269","Workplace","1/30/2018 16:13:06"
"False","8716e033-6c53-44da-a2fc-714670ba2eaf","Windows","10.0.19044.1526","PMSCYUL1PLAP698","ServerAd","3/16/2022 09:30:57"
"True","1eb91a19-3de7-44f1-98fd-dc14c77da0b7","Windows 10 Enterprise","10.0 (15063)","PHARMAS-GPA93LE","ServerAd","8/26/2019 14:49:43"
"True","c37985d6-aae5-46a2-b9bc-7fa4e5598df0","Windows","10.0.19042.928","TEGUAR-006","ServerAd","5/31/2021 13:12:07"
"True","450a439a-c5fd-4351-9aa4-9308dad49043","Android","9.0","ConfRMSolutions_Android_2/16/2022_7:31 PM",,
"True","1c644674-aa6e-49d0-8cea-21ae2ad3208e","IPhone","12.4.1","William?s iPhone","Workplace","10/16/2019 18:25:30"
"True","c78603e2-5808-448c-abcd-ac4f2cca68ca","IPhone","14.4.1","Joseph?s iPhone","Workplace","2/28/2022 16:51:52"
"True","b5b12531-9523-4ba3-b043-4d616f05f6a4","Windows","10.0.17134.1184","PMSCYUL1PLAP681","ServerAd","12/30/2019 15:44:05"
"True","527dc44a-10a6-4343-b342-fed4e9288606","Windows","10.0.19041.450","PMSCYUL1PLAP826","ServerAd","1/5/2022 15:44:22"
"True","cfd2f90c-af95-4919-b454-70c3fa0f1c33","Windows","10.0.19042.1083","PMSCYUL3PWKS048","ServerAd","7/16/2021 12:45:09"
"True","da36d0cb-003b-442c-b2da-22af51ce439a","IPhone","13.6","iPhone","Workplace","9/7/2020 08:29:02"
"True","03283c44-d81d-4fd2-b501-ee9e6796c1dc","Android","9","HUAWEIVTR-L09","Workplace","1/29/2021 16:19:46"
"True","f706284b-f535-41d3-9368-d7f14dfc604c","Android","10","HUAWEILYA-L0C","Workplace","12/7/2021 03:00:36"
"True","d4912ece-8f26-4dcf-bbfc-5d84b2d63dfa","Windows","10.0.17134.523","PMSCYUL1PLAP257",,
"False","d0900cc9-9455-45fa-add2-3052c99dadeb","IPhone","13.5.1","Erika?s iPhone","Workplace","12/17/2020 14:28:45"
"True","91b32e11-cb8c-4acd-a884-7930e526a289","Windows","10.0.19042.1052","tEGUAR-010","ServerAd","6/16/2021 12:21:37"
"True","9e5b6489-5ec0-4bbc-bc37-647b01ec45e0","IPhone","13.5.1","iPhone de Nathalie","Workplace","6/17/2021 16:33:00"
"True","107eff3c-4d85-490b-8d46-16d6c218ba53","Windows","10.0.15063.0","PMSCYUL3PLAP115","Workplace","1/15/2019 16:41:43"
"True","20c1d885-1607-49b8-99f3-3f6fc433d78f","Windows","10.0.19043.1348","PMSCYUL1PLAP793",,
"True","024ada17-2e63-4e4c-ba12-45676ff89299","IPhone","13.3.1","iPhone de Mathieu",,
"True","31b0773e-f57e-4144-96c8-2b96dc6586cd","IPhone","14.7.1","Julien",,
"True","f09f2c34-816e-46ba-9f38-da359080c068","Android","10","samsungSM-A205W","Workplace","8/29/2021 13:31:07"
"True","aeac05c6-a7f2-4d55-98da-d3426b26ed09","Windows","10.0.15063.0","LAPROY-F43R3H2","Workplace","9/5/2017 12:51:50"
"True","2b645882-9b62-4882-b046-6bec31426070","IPhone","12.4.2","iPhone","Workplace","12/20/2019 06:28:10"
"True","f8f40592-9ca5-40cb-82b8-a99892ca1205","Windows","10.0.17763.1757","PMSCYUL1TLAP022","ServerAd","4/21/2021 10:54:00"
"True","d4e91180-b466-44b7-bbc3-ed839bbd4c75","Windows","10.0.15063.0","PMSCYUL1PLAP406","Workplace","10/3/2018 12:58:37"
"True","0dfce76f-8bed-409d-9cfc-33ea1911b13a","Windows","10.0.15063.0","LR-5CG72642XY","Workplace","10/3/2017 13:53:12"
"True","20fbae27-f73d-4c35-912d-e8069e7e7a8d","Windows 10 Enterprise","10.0 (15063)","PMSCYUL1PLAP921","ServerAd","9/9/2019 15:20:57"
"True","411c3efa-c197-40e1-8ff1-ee134ec249e0","Android","10","samsungSM-G960W","Workplace","12/4/2020 11:37:39"
"True","67b9c22e-b93c-4446-bca7-bf1f03c89511","Android","10","samsungSM-G960W","Workplace","3/23/2021 23:41:36"
"True","2b60d7e7-1178-4a6d-ba21-bf6df5d7b345","IPhone","13.1.3","Fab1","Workplace","12/6/2019 15:27:35"
"True","71c5e80d-f476-4282-8597-2b5fd5fd7c93","Android","10","samsungSM-G970W","Workplace","1/25/2021 06:55:52"
"True","3d3f87df-025f-4cd4-8bad-21048d442eab","Windows","10.0.19043.1466","PMSCYUL1PLAPB10","ServerAd","3/3/2022 16:51:12"
"True","9f18b3ce-8d09-47fb-967e-1ad44c4f0b44","Windows","10.0.19042.1052","PMSCYUL3PWKS068","ServerAd","6/29/2021 15:45:13"
"True","fa9b0063-3374-4781-a112-5dc09680cad4","Windows","10.0.19044.1466","PMSCYUL1PLAP728","ServerAd","2/7/2022 06:55:51"
"True","c420d84c-b293-4490-9ea2-7aa1368d450f","Windows","10.0.17134.523","PMSCYUL3PLAP036",,
"True","1c8e77cd-3dc2-4952-a91e-d83f8b41f51f","IPhone","13.7","iPhone","Workplace","8/12/2021 08:27:11"
"True","eec1a898-9cb2-492e-9774-b183817ac9fc","Windows","10.0.18363.0","DESKTOP-H5MG9P8","Workplace","10/5/2020 10:54:21"
"True","5f19cfe0-f39a-4150-b85a-dfbc951ac81c","IPhone","14.0.1","iPhone","Workplace","1/29/2022 14:47:23"
"True","72b33a1a-18f8-46fd-8546-db9f6f0a24a5","IPhone","14.2","jppotvin_IPhone_4/29/2021_3:32 PM","Workplace","6/5/2021 21:17:00"
"True","be5f7c3d-440c-447a-b98b-57406f3a7ba4","IPad","11.2.5","Francois's iPad","Workplace","5/17/2020 12:27:03"
"True","d839ea0b-d204-4b9f-be0a-6b148bc00592","IPhone","13.2.3","iPhone","Workplace","1/6/2020 14:28:41"
"True","f62ce311-0e95-4608-ab13-94b27db252cf","IPhone","14.0.1","Lisa?s iPhone","Workplace","12/25/2020 17:56:45"
"True","ded2a47a-2054-465e-aab4-9cab24c6a32c","Windows 10 Enterprise","10.0 (15063)","PMSCYUL1PWKS008","ServerAd","3/13/2020 11:49:05"
"True","337a43d7-bf6e-4aad-82d8-b8230205640a","Android","9","samsungSM-G950W","Workplace","2/4/2021 01:46:27"
"True","58cf6839-e98e-4c2c-834c-8170115ee815","IPhone","13.4.1","SFIP7","Workplace","9/10/2020 19:24:30"
"True","44634a44-36e5-4225-ba44-19c9aaaa049f","Windows","10.0.15063.0","PMSCYUL1PLAP020","Workplace","5/16/2018 19:35:17"
"True","12ab6456-b7cb-4491-94d9-19215c15076d","Windows","10.0.15063.0","PMSCYUL1PLAP791","Workplace","8/6/2018 14:25:22"
"True","0f78e4ae-8af2-4150-a57f-e3d3d005a5f1","Windows","10.0.18363.836","DESKTOP-N2OVUVT","Workplace","5/18/2020 20:15:06"
"True","00c767f7-8498-4984-94d5-5cc59625b44e","IPhone","12.4.5","iPhone","Workplace","10/18/2020 16:03:36"
"True","21dc0278-fc25-4937-b772-45353b19bbf7","Windows","10.0.15063.0","LR-5CG7112JB2","Workplace","3/28/2018 16:56:31"
"True","1a837e64-9eaf-4465-87a9-0507aa38224b","iOS","14.4","iPhone de Sylvain","Workplace","7/8/2021 14:27:54"
"True","c1ef916c-6d97-4aab-b0e0-ab3caf2b26ef","Android","10","samsungSM-A205W","Workplace","1/17/2022 13:41:48"
"True","c0de2616-b3e2-437d-922a-30de1c202da5","Windows 10 Enterprise","10.0 (15063)","PMSCYUL1PLAP901","ServerAd","3/15/2019 19:44:52"
"True","c1ddc7da-781a-46e8-be60-6392976b732b","Windows","10.0.19041.630","PMSCYUL1PWKS139","ServerAd","11/29/2020 03:39:47"
"True","f81b4da4-93d6-42ec-bd20-b81127e28800","Windows","10.0.19041.985","DESKTOP-ETFS45N","Workplace","12/23/2021 05:14:57"
"True","3606e13a-91f1-48fc-924d-c3f9b946008f","Windows","10.0.19043.1645","PMSCYUL3PLAP156",,
"True","866220a8-e1b1-4810-8a55-fb0f6269f70d","IPhone","12.1.4","iPhone","Workplace","5/30/2019 10:35:00"
"True","d8f0599e-a643-4fdc-8f76-43f201d0b0a2","IPhone","14.4","Roger?s iPhone","Workplace","2/15/2021 19:27:10"
"True","84818716-a2f7-4dc4-bab9-615afe475982","Android","10","samsungSM-G973W","Workplace","11/10/2021 03:11:58"
"True","bb6823bb-ee48-4fca-8e3e-c01c71d44c2c","IPhone","12.2","User deleted for this device","Workplace","5/26/2019 16:31:15"
"True","18c0fcca-07f8-4e33-b93a-2d6106511700","IPad","13.3","Chantal?s iPad","Workplace","1/27/2020 15:57:34"
"True","02409932-220b-41eb-83e4-b365b84cccb9","Windows 10 Pro","10.0 (17763)","PMSCYUL1PWKS003","ServerAd","12/8/2020 18:31:11"
"True","49c468d8-6da1-4f62-878f-208c9812843c","IPhone","14.3","iPhone","Workplace","2/19/2021 20:51:08"
"True","c56ff2ce-684f-4fc6-a760-e7ff73277c1b","IPhone","14.2","iPhone","Workplace","1/23/2021 19:23:44"
"True","e9c04160-92b3-4f16-ba9c-2c700f4bedf4","Windows","10.0.19041.508","FCLAUDINON","Workplace","10/1/2020 23:46:04"
"True","adaf567e-a8b2-4004-8575-329f37467ef8","Windows","10.0.17134.523","PMSCYUL3PLAP167",,
"True","78e32de4-fca3-4a2d-9768-91c03ff4681c","Windows","10.0.19044.1526","PMSCYUL1PLAP794","ServerAd","3/11/2022 12:53:46"
"True","c7b03fa5-b4f1-4cd9-9a4b-3562a555817e","IPhone","1.0","David?s iPhone","Workplace","2/25/2021 00:03:16"
"True","8cd801ae-324b-483a-8d6d-2c88bb8b235d","Windows","10.0.17134.523","PMSCYUL1PLAP239",,
"True","d65d257f-57c8-4d30-ab38-256e58b4aee6","Windows 10 Enterprise","10.0 (17134)","PMSCYUL1TLAP006","ServerAd","10/25/2019 21:08:13"
"True","d5895f03-a7f6-4e2e-bd00-64f5c8969697","IPhone","14.3","iPhone Denis","Workplace","3/25/2021 12:46:06"
"True","c297e8b6-d072-4e8b-abf8-921a338723fd","Windows","10.0.19042.1288","PMSCYUL1PLAP540","ServerAd","11/9/2021 16:27:33"
"True","2d227d95-efe4-43b0-8f12-a30cad5dd268","IPhone","13.3","iTarik 7","Workplace","1/3/2020 04:26:08"
"False","a60f2227-b9b8-4dd4-875f-bcf89816ce06","Windows 10 Enterprise 2016 LTSB","10.0 (14393)","K1542022","ServerAd",
"True","39af6d1d-763d-435a-bcac-ea96096d7a9c","Windows","10.0.17134.648","PMSCYUL1PLAP517",,
"True","f7237917-df94-44b5-9281-d60ba7302f5f","Windows","10.0.19042.1415","TEGUAR-077","ServerAd","2/17/2022 00:15:15"
"True","e79660a4-3d79-49a5-a55d-4b477311f67f","Windows","10.0.19042.1466","PMSCYUL3PWKS012",,
"False","8bd62257-cd26-4ac3-884d-de353cd1cf6b","IPhone","14.2","iPhone JS","Workplace","11/13/2020 00:30:01"
"True","821038fe-7545-4432-9487-8ab0adf85424","Windows","10.0.17134.885","PMSCYUL1PLAP642",,
"True","a3cf0402-79b3-479e-a1d6-106afd7b2f53","iOS","14.3","Crazy_Pro III","Workplace","12/29/2021 22:02:31"
"True","c38173a2-7999-489a-8d59-d50265f67e7b","Windows","10.0.19044.1706","PMSCYUL3PLAP088",,
"True","45af430c-5685-4260-a63e-f53cc37b7b08","IPad","14.1","Drew?s iPad","Workplace","5/25/2021 09:27:35"
"True","a83cc438-daa6-46c8-9528-047b560e302c","IPhone","15.1","iPhone de Maryline","Workplace","2/26/2022 21:49:44"
"True","5ca3a899-e487-4944-a6aa-5960e89b7ef7","IPhone","12.1.4","iPhone Amo bureau","Workplace","4/2/2019 16:10:10"
"True","57ccc091-90ee-426f-a07d-ca6565175471","Windows","10.0.19043.1110","PMSCYUL1PLAP006","ServerAd","1/25/2022 15:51:53"
"True","1ac682eb-458e-402c-bacf-32e560b715ee","Android","8.0.0","samsungSM-G935W8","Workplace","2/13/2021 23:55:58"
"True","609d602a-a5e0-42a0-8c54-871af0fa1fc3","Windows","10.0.19043.1466","PMSCYUL1PLAP354","ServerAd","3/13/2022 20:04:16"
"True","f9d8ed10-ee60-43b8-913d-5a21f87ff38c","Windows","10.0.17134.112","PMSCYUL1PLAP267",,
"True","bfada0c5-47d2-4789-8c03-68ea76e822e1","Windows","10.0.15063.0","PMSCYUL1PLAP519","Workplace","3/28/2018 07:16:44"
"True","c0ad1260-86dd-4bb7-856f-edcdeb056f06","Windows","10.0.18363.1139","PMSCYUL4PWKS029","ServerAd","2/17/2021 15:29:48"
"True","d3c114fb-cb37-48e5-aa56-e92b035f0313","Windows 10 Enterprise","10.0 (15063)","PMSCYUL1PLAP096$","ServerAd","11/1/2018 15:33:40"
"True","3ce6625b-fd15-4575-a4f2-e76d96ee624c","Windows 10 Enterprise","10.0 (15063)","PMSCYUL1PLAP912","ServerAd","12/10/2018 13:38:34"
"True","a9c9631b-2b24-4587-b330-53f96710142a","Windows","10.0.15063.0","PMSCYUL1PLAP785","Workplace","3/25/2019 21:43:39"
"True","6b3d42c4-290f-46d7-b4c6-f9539cc7ee99","Windows","10.0.17134.829","PMSCYUL1PLAP297",,
"True","65bcf5c2-9321-4520-877e-739d5ce76ccd","IPad","13.2","Steve?s iPad","Workplace","10/26/2020 12:32:52"
"True","e0152826-23bb-4f7e-bdc7-cf42fef1b9e5","Windows 10 Enterprise","10.0.19042.804","PMSCYUL1PWKS152","ServerAd","2/26/2021 18:00:35"
"True","9a47eed4-bef9-4cbe-b2bf-642dfde42784","IPhone","12.3.1","Audrey's iPhone","Workplace","6/8/2019 09:33:42"
"True","a1f19711-e450-4332-81a7-a2375a93a874","IPhone","13.6","Marguerite?s iPhone","Workplace","11/17/2020 19:59:21"
"True","95210877-b1aa-45e5-94ba-d2c986618538","Android","11","GooglePixel 3a","Workplace","8/26/2021 17:03:09"
"True","5f1cc513-146e-4a44-a88d-b2f366e4cddd","iOS","12.4","Hung&apos;s iPhone","Workplace","7/17/2020 01:19:29"
"True","fa35efb9-2aa3-43d1-a547-4c5bf27a4868","iOS","14.2","nina ?","Workplace","8/26/2021 13:14:00"
"True","2936663a-2501-4922-8710-dbe0197754e4","Windows","10.0.19043.1288","PMSCYUL1PLAP198","ServerAd","12/7/2021 20:50:33"
"True","6c32bb0e-2bac-4b03-aea2-b0eb84bacbaf","Android","9","HUAWEIVTR-L09","Workplace","2/2/2021 14:47:12"
"True","198a61d8-4b64-434f-9323-145f4bbad9e2","Windows","10.0.19044.1466","PMSCYUL3PLAP204","ServerAd","2/7/2022 06:45:54"
"True","7e003283-6a64-4e9b-9eb7-2ea41af98529","Windows 10 Enterprise","10.0 (15063)","LAPROY-3DXZ3H2","ServerAd","9/19/2018 12:39:39"
"True","197a8c31-8884-46a5-a057-207b49534216","IPhone","14.2","Mamie's iPhone","Workplace","3/10/2021 01:44:47"
"True","7ef8a4ab-7208-4b94-9bcb-91d4c77835f7","Windows","10.0.18363.1316","LAPTOP-VJRV3AE4","Workplace","6/9/2021 14:18:35"
"True","1e2eeaa3-653e-462f-a38f-6070686cb76a","Android","7.1.2","YealinkT56A","Workplace","7/22/2021 16:03:59"
"True","f50b0d2b-cb41-4281-94a5-d09b0ec23bf6","Windows","10.0.17134.1006","PMSCYUL1PLAP056","ServerAd","12/16/2021 12:18:59"
"True","26d319a4-1a53-4344-8add-cb4cecf80f35","IPhone","14.2","iPhone Luc","Workplace","1/12/2021 10:27:23"
"True","8f6881ad-6cad-4573-b00e-5f7f1d71594d","Windows","10.0.19043.1586","PMSCYUL3PWKS010",,
"True","8c4a2ef1-1011-4716-96f6-c08d9686ab69","IPhone","12.3.1","Louise?s iPhone","Workplace","8/17/2019 15:24:51"
"True","c81e7a84-9be8-4f92-8208-94d89d458a92","IPhone","12.1","Akmal?s iPhone","Workplace","3/14/2019 08:29:29"
"True","ed831d2b-3522-4c57-a948-9a9cd2f9a87c","IPhone","13.6.1","iPhone","Workplace","3/23/2021 09:48:56"
"True","84ad6d95-3a2f-402e-ae2c-cdd4658ac9be","IPhone","14.4.1","kbegin_IPhone_3/22/2021_6:48 PM","Workplace","11/2/2021 10:18:27"
"True","9088df88-a73d-476f-871e-e3893b5189cc","IPhone","14.2","iPhone","Workplace","1/24/2021 18:06:35"
"True","91a45997-b330-4916-b5ee-2128cf26e56f","Windows","10.0.17134.112","PMSCYUL3PLAP053",,
"True","08376d18-3050-4cc6-aea5-c938551895e4","Windows","10.0.18363.1556","PMSCYUL1PLAP474",,
"False","79fc7f6d-07bf-4f5c-b340-f753b4b6c051","IPhone","14.2","iPhone JS","Workplace","12/11/2020 09:28:32"
"True","00e92fd2-907f-4710-8abc-1890f40ca989","IPhone","13.3","Maxime Lussier's iPhone","Workplace","1/5/2020 20:26:20"
"False","965862d8-7d50-4809-accf-ca773be09a02","Windows","10.0.19044.1348","PMSCYUL1PLAP057","ServerAd","11/25/2021 00:13:36"
"True","2da32f5a-fcc2-4eac-904a-09a909ef847a","Android","11","samsungSM-G975W","Workplace","1/4/2022 08:25:37"
"True","f7b99007-16cf-46e7-9255-4aaeb8ddafcd","Android","11","samsungSM-N986W","Workplace","4/19/2021 10:59:48"
"True","d864cae5-f0a9-47fa-9577-cba1222d7f58","Android","10","samsungSM-G965U1","Workplace","11/9/2021 08:02:49"
"True","f2fcd90c-f3a2-4f6f-8c1a-95c4b431b9ce","Windows","10.0.17134.1365","PMSCYUL1PLAP996","ServerAd","3/31/2020 23:29:30"
"True","70a090b3-9583-48a3-8dd5-d275a94c110a","Windows","10.0.18363.1916","PMSCYUL1PLAP887","ServerAd","1/24/2022 15:38:02"
"True","5995f0b9-4b04-4cac-951f-c7387fd3b53a","Windows","10.0.19042.1165","PMSCYUL1PLABP11",,
"True","073edd2d-59c5-4457-bc65-92870676a0fa","Windows 10 Enterprise","10.0 (17134)","PMSCYUL1PLAP935","ServerAd","2/23/2022 05:18:20"
"True","bd608815-2d56-4c11-a401-648f2730e821","Windows","10.0.15063.0","LR-5CG7254HLT","Workplace","5/7/2018 02:30:27"
"True","5d6c640a-7d73-4538-a834-1f885be04651","iOS","14.6","iPhone","Workplace","7/26/2021 14:46:29"
"True","06781308-229d-4611-a50a-8a0f4aca2e31","Windows","10.0.17763.973","DESKTOP-TKFKOIL",,"8/5/2021 11:56:33"
"True","b09153a0-1599-4ed8-b340-5e946527d7f8","IPhone","13.1.2","Jody?s iPhone","Workplace","12/20/2019 02:12:03"
"True","2b5f6091-2ff1-4e0d-99f9-a801b5d8f13c","IPhone","12.2","User deleted for this device","Workplace","8/16/2019 17:29:55"
"True","0fceb47e-85e1-4039-8997-50e6a27302ec","Android","11","GooglePixel 4a","Workplace","1/28/2021 21:00:19"
"True","87ef5c62-da12-40ed-9dfd-848218bd189a","Windows","10.0.17134.648","PMSCYUL1PLAP704",,
"True","e5771028-bb14-443e-a9fd-0503a4ff95ec","Windows","10.0.17134.471","PMSCYUL1PLAP642",,
"True","b65508a4-6efb-4371-af6b-8c5f3461abaa","Windows 10 Enterprise","10.0 (15063)","PHARMAS-SU7DKO4","ServerAd","7/30/2021 18:22:03"
"True","3c86177f-bb2e-4028-9082-2bcd985e5756","Windows 10 Enterprise","10.0 (15063)","PMSCYUL1OLAP012$","ServerAd","7/9/2019 18:23:56"
"True","7d278ecf-0bde-40d9-a733-5a1dbd73c074","IPhone","14.2","Iphone pharma","Workplace","12/12/2020 05:28:06"
"True","c5521363-9fd9-44b9-9a74-4d8ed8abeee0","IPhone","14.3","iPhone","Workplace","1/7/2021 17:13:48"
"True","0e02194f-2ab2-49bd-bce9-7016236f8f95","IPhone","11.4.1","MMF","Workplace","3/20/2019 21:27:55"
"True","e0c79c6a-ff47-4668-a0d4-2614d2054c30","iOS","13.3","iPhone","Workplace","2/6/2022 20:01:44"
"True","9c5f98d1-e246-449b-ac3f-94d99d5eab0a","IPhone","12.1.4","Carmine's iPhone","Workplace","4/17/2019 07:32:46"
